Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
6635,MA,Alternative Fuel Vehicle (AFV) Purchasing System Study,"A committee lead by the Operational Services Division and made up
of other state and regional agency representatives was tasked
with studying the feasibility of developing and implementing a
system to facilitate the bulk purchase of AFVs by the
Commonwealth and its political subdivisions. The study should
include the associated cost savings of a bulk purchase system, as
well as the cost of the system administration, the appropriate
entities to participate in the system, and the probability that
the system would be utilized by these entities. The study
results, relevant recommendations for moving forward, and drafts
of legislation necessary to put these recommendations into effect
should be presented to the Massachusetts legislature. (Reference
Massachusetts Session Law ( http://www.mass.gov/legis/ ) 169,
2008)",2008-07-02 00:00:00 UTC,,FALSE,38,Laws and Regulations,,,,2010-12-31 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,,OTHER,FLEET,http://www.mass.gov/legis/
8260,WA,Alternative Fuel Vehicle (AFV) Tax Exemption,"New passenger cars, light-duty trucks, and medium-duty passenger
vehicles that are dedicated AFVs are exempt from state motor vehicle
sales and use taxes. Qualified vehicles include vehicles capable of
operating exclusively on natural gas, propane, hydrogen, or electricity,
and plug-in electric vehicles that are capable of being charged by an
external power source and can travel at least 30 miles using only
electricity. Qualified vehicles must meet the California motor vehicle
emissions standards, comply with the rules of the Washington Department
of Ecology, and have a base model price of \$42,500 or less. The sales
tax exemption applies to up to \$32,000 of a vehicle's selling price or
the total amount of lease payments made. If the original lessee
purchased the leased vehicle before the exemptions expire, the exemption
applies the total lease payments made plus the selling price of the
leased vehicle, up to \$32,000.

As of April 2018, the maximum number of qualifying vehicles sold after
June 15, 2015, 7,500, has been reached, and the sales tax exemption
applies to vehicles delivered to their owners by May 31, 2018. A vehicle
purchased or leased before June 1, 2018, is exempt from the use tax
until it is retired or changes hands. For more information, see the
Green Incentives section of Washington Department of Revenue's
[Incentives
Programs](http://dor.wa.gov/content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx)
website. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 82.08.809 and 82.12.809)",2005-05-06 00:00:00 UTC,2016-04-18 00:00:00 UTC,FALSE,10,State Incentives,,2018-05-02 14:09:33 UTC,2018-06-01 00:00:00 UTC,,,,AFTMKTCONV|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,,FLEET|IND,http://apps.leg.wa.gov/rcw/
8312,VA,Alternative Fuel Research and Development Funding,"The Virginia Universities Clean Energy Development and Economic
Stimulus Foundation will identify, obtain, disburse, and
administer funding for alternative fuel and related technology
research, development, and commercialization. The funds may be
distributed as grants, loans, or through other methods.
(Reference Virginia Code ( http://lis.virginia.gov/000/src.htm )
23-300 through 23-303)",2010-04-21 00:00:00 UTC,,FALSE,55,Laws and Regulations,,,,2014-02-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,OTHER,OTHER,http://lis.virginia.gov/000/src.htm
8313,VA,Alternative Fuels Grants and Loans,"The following was repealed as a result of Virginia Department of Transportation action: The Alternative Fuels Revolving Fund is used to distribute loans
and grants to municipal, county, and commonwealth government
agencies to support alternative fuel vehicle (AFV) programs; pay
for AFV maintenance, operation, evaluation, or testing; pay for
vehicle conversions; or improve alternative fuel infrastructure.
Eligible alternative fuels include electricity, hydrogen, and
natural gas. Projects with a funding match are given priority in
the evaluation process. (Reference Virginia Code ( http://lis.virginia.gov/000/src.htm ) 33.1-223.4 and 33.1-223.7)",1992-01-01 00:00:00 UTC,2010-03-11 00:00:00 UTC,FALSE,20,State Incentives,,2014-11-17 20:04:38 UTC,,,2014-10-23 00:00:00 UTC,,AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HY|NG|PHEV|LPG,GNT|LOANS,,STATION|MAN|FLEET,http://lis.virginia.gov/000/src.htm
8314,MS,State Employee Travel Policy,"All state agencies and institutions must develop and adopt travel
policies that include strategies to reduce petroleum consumption,
such as carpooling to meetings and purchasing alternative fuels
where available. (Reference Executive Order 82, 2009)",2009-06-10 00:00:00 UTC,,FALSE,64,Laws and Regulations,,,,2014-04-30 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,REQ,FLEET,
8381,MD,Plug-In Electric Vehicle (PEV) and Fuel Cell Electric Vehicle (FCEV) Tax Credit,"Qualified PEV and FCEV purchasers may apply for an excise tax credit of
up to \$3,000. The tax credit is first-come, first-served, and is
limited to one vehicle per individual and 10 vehicles per business
entity. A qualified vehicle must meet the following criteria:

-   Have a total purchase price not exceeding \$63,000;
-   Be propelled to a significant extent by an electric motor that draws
    electricity from a battery with a capacity of at least 5
    kilowatt-hours;
-   Have not been modified from original manufacturer specifications;
    and
-   Be purchased and titled for the first time between July 1, 2017, and
    July 1, 2020.

Funding is not currently available for this incentive, but applicants
may continue to submit applications (verified April 2020). Additional
restrictions apply. For more information, including the request form,
see the Maryland Department of Transportation Motor Vehicle
Administration\'s [Excise Tax Credit for
PEVs](https://mva.maryland.gov/vehicles/Pages/27300-71T.aspx) website.

(Reference [Maryland
Statutes](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home),
Transportation Code 13-815)",2010-05-20 00:00:00 UTC,2019-04-30 00:00:00 UTC,FALSE,15,State Incentives,,2019-05-08 16:56:46 UTC,,2020-06-30 00:00:00 UTC,,,ELEC|PHEV,TAX,,FLEET|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mlis.state.md.us/|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
8401,AZ,School District Alternative Fuel Vehicle Acquisition Requirements,"The following was repealed by House Bill 2190, 2016: Within Maricopa,
Pinal, and Yavapai counties, school districts with an average student
population of more than 3,000 students must ensure that 50% of the
portion of the fleet with a gross vehicle weight rating of at least
17,500 pounds per vehicle operates on alternative fuels or meets
specified emissions standards. Alternatively, school districts may meet
acquisition requirements through alternative fuel use. For the purpose
of these requirements, alternative fuels include propane, natural gas,
electricity, hydrogen, qualified diesel fuel substitutes, E85, and a
blend of hydrogen with propane or natural gas. (Reference Arizona
Revised Statutes 15-349 and 49-541)",,,FALSE,100,Laws and Regulations,,,,,2016-05-18 00:00:00 UTC,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,REQ,FLEET,http://www.azleg.state.az.us/|http://www.azleg.state.az.us/
8420,LA,Compressed Natural Gas (CNG) Project Loans,"The Louisiana Department of Natural Resources (DNR) administers a
revolving loan program to encourage the development, implementation, and
deployment of cost-effective projects, including those involving CNG
vehicles and fueling infrastructure. The revolving fund is also intended
to create additional employment opportunities and other economic
development benefits. Up to \$3,000,000 will be available for
low-interest rate loans for eligible entities to implement qualified
projects. For more information, including program guidelines and
application materials, see the DNR [Request for Loan
Proposals](http://dnr.louisiana.gov/index.cfm?md=pagebuilder&tmp=home&pid=1152)
website. (Reference [Louisiana Revised
Statutes](http://www.legis.state.la.us/) 33:1419.1-33:1419.6)",2010-06-08 00:00:00 UTC,2011-09-30 00:00:00 UTC,FALSE,17,State Incentives,,2014-09-15 19:36:10 UTC,,2015-08-01 00:00:00 UTC,,,AFTMKTCONV|BIOD|ETH|ELEC|NG|PHEV|LPG,LOANS,,FLEET,http://www.legis.state.la.us/
8442,ME,Transportation Efficiency Fund,"The following was repealed by Public Law ( http://www.mainelegislature.org/ros/LOM/LOMDirectory.htm ) 2011,
Chapter 652: The Transportation Efficiency Fund is a non-lapsing
fund managed by the Maine Department of Transportation to
increase energy efficiency and reduce reliance on fossil fuels
within the state's transportation system. Funding may be used for
zero emission vehicles, biofuel and other alternative fuel
vehicles, congestion mitigation and air quality initiatives,
rail, public transit, and car or van pooling. (Reference Maine
Revised Statutes ( http://www.mainelegislature.org/legis/statutes/ ) Title 23,
Section 4210-E)",2010-01-01 00:00:00 UTC,,FALSE,80,Laws and Regulations,,,,,2013-07-01 00:00:00 UTC,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,CCEINIT,FLEET,http://www.mainelegislature.org/legis/statutes/
8521,OK,All-Electric Vehicle (EV) Manufacturing Tax Credit,"Vehicle manufacturers are eligible for a tax credit for EVs,
including low- and medium-speed EVs, manufactured on or after
July 1, 2010. EVs that can legally be operated on interstate
highways and turnpikes in the state are eligible for a $2,000
credit per vehicle. Four-wheeled medium-speed EVs are eligible
for a $1,000 credit per vehicle. Four-wheeled low-speed EVs are
eligible for a $500 credit per vehicle. Tax credits may be
carried forward for up to five years. This incentive is available
through December 31, 2013. (Reference House Bill ( http://www.oklegislature.gov/ ) 2308, 2013, and Oklahoma
Statutes ( http://www.oklegislature.gov/ ) 68-2357.402)",2010-05-28 00:00:00 UTC,2013-05-29 00:00:00 UTC,FALSE,20,State Incentives,,2014-09-15 20:08:59 UTC,,,2014-01-01 00:00:00 UTC,,ELEC|PHEV,TAX,,MAN,http://www.oklegislature.gov/
8600,CT,Alternative Fuel and Advanced Technology Vehicle Grants,"The Connecticut Clean Fuel Program provides funding to municipalities
and public agencies that purchase, operate, and maintain alternative
fuel and advanced technology vehicles, including those that operate on
compressed natural gas, propane, hydrogen, and electricity. The program
also provides funding to install diesel retrofit technologies, including
diesel particulate filters, diesel oxidation catalysts, and closed
crankcase filtration systems. Diesel retrofit technologies must be
certified by the U.S. Environmental Protection Agency or the California
Air Resources Board to be eligible for funding. For more information,
refer to the [Connecticut Clean Fuel
Program](http://www.ct.gov/dot/cwp/view.asp?a=1386&q=415022) website.",,,FALSE,10,State Incentives,,2016-06-06 19:07:30 UTC,,2016-05-01 00:00:00 UTC,,,ELEC|HY|NG|OTHER|PHEV|LPG,GNT,,FLEET,
8601,CT,Electric Vehicle (EV) Infrastructure Planning,"The Connecticut EV Infrastructure Council (Council) must
coordinate interagency strategies to prepare for the adoption of
EVs, including establishing performance measures for meeting
infrastructure, funding, environmental, and regulatory goals. The
Council submitted a final report ( http://www.ct.gov/ecd/lib/ecd/ev_final_recommendation_9.1.10.pdf ) to the Connecticut Legislature providing recommendations on EV
infrastructure investment and standardization on September 1,
2010. (Reference Executive Order ( http://www.ct.gov/governorrell/cwp/browse.asp?a=1719&bc=0&c=18433 ) 34, 2009)",2009-11-10 00:00:00 UTC,,FALSE,50,Laws and Regulations,,,,2012-08-31 00:00:00 UTC,,,ELEC|HEV|PHEV,,OTHER,STATION,http://www.ct.gov/governorrell/cwp/browse.asp?a=1719&bc=0&c=18433
8620,AZ,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Phoenix and Tucson metropolitan areas. To be eligible for free
home charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,FALSE,45,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8621,CA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Los Angeles and San Diego metropolitan areas. To be eligible for
free home charging stations, individuals living within the specified
areas must purchase a qualified plug-in electric vehicle (PEV).
Individuals purchasing an eligible PEV should apply at the dealership at
the time of vehicle purchase. The EV Project incentive program will also
cover most, if not all, of the costs of EVSE installation. All
participants in the EV Project incentive program must agree to anonymous
data collection after installation. Additional restrictions may apply.
",,,FALSE,125,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8622,OR,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Portland, Eugene, Salem, and Corvallis metropolitan areas. To be
eligible for free home charging stations, individuals living within the
specified areas must purchase a qualified plug-in electric vehicle
(PEV). Individuals purchasing an eligible PEV should apply at the
dealership at the time of vehicle purchase. The EV Project incentive
program will also cover most, if not all, of the costs of EVSE
installation. All participants in the EV Project incentive program must
agree to anonymous data collection after installation. Additional
restrictions may apply.
",,,FALSE,50,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8623,WA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Seattle metropolitan area. To be eligible for free home charging
stations, individuals living within the specified areas must purchase a
qualified plug-in electric vehicle (PEV). Individuals purchasing an
eligible PEV should apply at the dealership at the time of vehicle
purchase. The EV Project incentive program will also cover most, if not
all, of the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.
",,,FALSE,75,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8624,TN,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Nashville, Knoxville, Memphis, and Chattanooga metropolitan
areas. To be eligible for free home charging stations, individuals
living within the specified areas must purchase a qualified plug-in
electric vehicle (PEV). Individuals purchasing an eligible PEV should
apply at the dealership at the time of vehicle purchase. The EV Project
incentive program will also cover most, if not all, of the costs of EVSE
installation. All participants in the EV Project incentive program must
agree to anonymous data collection after installation. Additional
restrictions may apply.
",,,FALSE,40,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8625,TX,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Dallas, Fort Worth, and Houston metropolitan areas. To be
eligible for free home charging stations, individuals living within the
specified areas must purchase a qualified plug-in electric vehicle
(PEV). Individuals purchasing an eligible PEV should apply at the
dealership at the time of vehicle purchase. The EV Project incentive
program will also cover most, if not all, of the costs of EVSE
installation. All participants in the EV Project incentive program must
agree to anonymous data collection after installation. Additional
restrictions may apply.
",,,FALSE,70,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8626,DC,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the District of Columbia metropolitan area. To be eligible for free
home charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,FALSE,30,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8627,VA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Washington, DC metropolitan area. To be eligible for free home
charging stations, individuals living within the specified areas must
purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,FALSE,15,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8628,MD,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Washington, DC metropolitan area. To be eligible for free home
charging stations, individuals living within the specified areas must
purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,FALSE,45,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8629,WA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Bellevue and Redmond
metropolitan areas, excluding Seattle. To be eligible for free
home charging stations, individuals living within the specified
areas must purchase a qualified plug-in electric vehicle.
Application information is available on the ChargePoint America
website. In most cases, the EVSE owner will pay for the
installation; some cities, states, and utilities, however, will
provide funding towards installation costs. All participants in
the ChargePoint America program must agree to anonymous data
collection after installation. Additional restrictions may apply.",,,FALSE,70,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8630,TX,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Austin metropolitan area.
To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,65,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8631,CA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the San Jose, San Francisco
Bay, Sacramento, and Los Angeles metropolitan area. To be
eligible for free home charging stations, individuals living
within the specified areas must purchase a qualified plug-in
electric vehicle. Application information is available on the
ChargePoint America website. In most cases, installation will be
paid for by the EVSE owner; some cities, states, and utilities,
however, will provide funding towards installation costs. All
participants in the ChargePoint America program must agree to
anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,85,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8632,MI,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in southern Michigan. To be
eligible for free home charging stations, individuals living
within the specified areas must purchase a qualified plug-in
electric vehicle. Application information is available on the
ChargePoint America website. In most cases, installation will be
paid for by the EVSE owner; some cities, states, and utilities,
however, will provide funding towards installation costs. All
participants in the ChargePoint America program must agree to
anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,40,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8633,NY,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the New York City metropolitan
area. To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,60,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8634,FL,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Orlando metropolitan area.
To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,45,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8635,VA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) offers EVSE at no cost to
individuals in the Washington, DC metropolitan area, including
Northern Virginia. To be eligible for free home charging
stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle. Application
information is available on the ChargePoint America website. In
most cases, installation will be paid for by the EVSE owner; some
cities, states, and utilities, however, will provide funding
towards installation costs. All participants in the ChargePoint
America program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,10,Utility/Private Incentives,,,2012-07-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8636,MD,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Washington, DC
metropolitan area. To be eligible for free home charging
stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle. Application
information is available on the ChargePoint America website. In
most cases, installation will be paid for by the EVSE owner; some
cities, states, and utilities, however, will provide funding
towards installation costs. All participants in the ChargePoint
America program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,40,Utility/Private Incentives,,,2012-07-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8637,DC,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Washington, DC
metropolitan area. To be eligible for free home charging
stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle. Application
information is available on the ChargePoint America website. In
most cases, installation will be paid for by the EVSE owner; some
cities, states, and utilities, however, will provide funding
towards installation costs. All participants in the ChargePoint
America program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,25,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,FLEET|OTHER|IND,
8660,DE,State Agency Energy Plan ,"To improve air quality and reduce operating expenses from state
vehicle use, all state agencies were directed to reduce petroleum
consumption by 25%, vehicle emissions by 25%, and vehicle miles
traveled by 15% as compared to Fiscal Year 2008 levels by the end
of 2012. Agencies focus on alternative fuel vehicle acquisition,
alternative fuel use, and idle reduction measures to achieve
these reductions. For more information, see the Delaware Energy
Plan ( http://www.dnrec.delaware.gov/Admin/Pages/DelawareEnergyPlan.aspx ) page. (Reference Executive Order ( http://governor.delaware.gov/orders/index.shtml ) 18, 2010)",2010-02-17 00:00:00 UTC,,FALSE,35,Laws and Regulations,,2014-10-06 15:13:00 UTC,,2014-09-01 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,,REQ|AIRQEMISSIONS|OTHER,FLEET,http://governor.delaware.gov/orders/index.shtml
8840,HI,Plug-In Electric Vehicle (PEV) and Electric Vehicle Supply Equipment (EVSE) Rebates,"Qualified Hawaii residents, businesses, government agencies, and
non-profit agencies may apply for rebates for the purchase of PEVs and
EVSE through [Hawaii's EV Ready Rebate
Program](http://energy.hawaii.gov/testbeds-initiatives/ev-ready-program)
(Program). PEV rebates are 20% of the vehicle purchase price, up to
\$4,500, and are restricted to one PEV per applicant. To qualify, the
PEV must be included in the list of U.S. Internal Revenue
Service-approved vehicles for the Qualified Plug-in Electric Drive Motor
Vehicle Credit and be purchased in Hawaii on or after August 1, 2010.
EVSE rebates are 30% of the charging system cost including installation,
up to \$500. EVSE must be purchased on or after August 1, 2010, and
installed before the rebate program ends; EVSE product and installation
requirements apply. Rebates are issued on a first-come, first-served
basis. The Program will continue until November 1, 2012, or until funds
are exhausted. For more information, see the Program website.",,,FALSE,10,State Incentives,,,2012-05-03 00:00:00 UTC,,,,ELEC|HEV|PHEV,RBATE,,STATION|FLEET|IND,
8860,MA,Electric Vehicle Supply Equipment (EVSE) Grants,"The Green Communities Division of the Massachusetts Department of
Energy Resources (DOER) has funding available to local
governments to fund the installation of publically available
EVSE. All Massachusetts cities and towns are eligible and
encouraged to apply; preference will be given to the 74
designated Green Communities ( http://www.mass.gov/eea/energy-utilities-clean-tech/green-communities/ ) and communities predicted to have the largest volume of
potential plug-in electric vehicles. DOER will award grants based
on funding availability; as of December 2011, funding is not
available. For more information, refer to the Massachusetts
Energy and Environmental Affairs ( http://www.mass.gov/eea/ )
website.",2010-10-25 00:00:00 UTC,,FALSE,10,State Incentives,,,,2010-12-31 00:00:00 UTC,,,ELEC|HEV|PHEV,GNT,,STATION|FLEET,
8882,WA,Electric Vehicle Supply Equipment (EVSE) Project Funding,"The Washington Departments of Commerce and Transportation are
partnering to fund the installation of qualified EVSE along the
I-5 and US-2 corridors. As of January, 2013, the Departments have
fully allocated funds for this project. For more information see
the Electric Highways Project ( http://www.westcoastgreenhighway.com/electrichighways.htm )
website.",,,FALSE,25,State Incentives,,,,2013-01-01 00:00:00 UTC,,,ELEC|HEV|PHEV,OTHER,,STATION,
8883,OR,Electric Vehicle (EV) Charging Infrastructure Project Funding,"The Oregon Department of Transportation will fund the
installation of qualified EV charging infrastructure in rural
areas along the I-5 West Coast Green Highway ( http://westcoastgreenhighway.com/ ) corridor. Competitive funding
is available from the American Recovery and Reinvestment Act. For
more information see the Electric Vehicle Charging Network ( http://www.oregon.gov/ODOT/HWY/OIPP/inn_ev-charging.shtml )
website.",,,FALSE,65,State Incentives,,,,2012-09-30 00:00:00 UTC,,,ELEC|HEV|PHEV,OTHER,,STATION,
8904,IL,All-Electric Vehicle (EV) Registration Fee Reduction,"EVs are eligible for a reduced biennial vehicle registration fee of
\$35. To qualify for the reduced fee, the EV must weigh 8,000 pounds or
less and be propelled by an electric engine. This fee reduction is valid
until January 1, 2020. (Reference [Senate Bill](http://www.ilga.gov/)
1939, 2019, and 625 [Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 5/3-805)",2010-07-21 00:00:00 UTC,,FALSE,40,State Incentives,,2019-07-18 23:05:22 UTC,2020-01-01 00:00:00 UTC,,,,ELEC,EXEM,,FLEET|GOV|IND,http://www.ilga.gov/|http://www.ilga.gov/legislation/ilcs/ilcs.asp
8973,WI,Alternative Fuel Use and Promotion Plan,"The Wisconsin Office of Energy Independence ( http://energyindependence.wi.gov/section.asp?linkid=1462&locid=160 ) (OEI) must adopt and implement a plan to facilitate alternative
fuel use in flexible fuel vehicles (FFVs) and other vehicles the
state owns. The plan must ensure that all state-owned FFVs and
other alternative fuel vehicles are identifiable, all state
employees driving FFVs and other vehicles powered by an
alternative fuel other than gasohol are made aware of the
alternative fueling stations in the vicinity of their travel
routes, and all state employees strive to use alternative fuels
when operating state FFVs and diesel-powered vehicles. (Reference
Wisconsin Statutes ( http://www.legis.state.wi.us/rsb/stats.html ) 16.045, and Executive Order 141, 2006)",2006-03-01 00:00:00 UTC,2010-05-20 00:00:00 UTC,FALSE,41,Laws and Regulations,,,,2011-12-31 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,,REQ,FLEET,http://www.legis.state.wi.us/rsb/stats.html
